skill,parry,durch_cost,compound_cost,start_spiritus,information,timing,recovery,future_fights,basic_parry_declarations_per_fight,basic_parry_after_known_per_fight,basic_parry_after_known_opportunity_rate,basic_parry_defensive_opportunity_rate,basic_parry_success_rate_when_rolled,parry_interruption_rate,parry_durch_decline_fraction,durch_declaration_rate,durch_decline_rate,durch_success_rate,durch_damage_per_fight,durch_spiritus_per_fight,compound_spiritus_per_fight,total_spiritus_per_fight,mean_end_spiritus_per_combatant,end_at_0_rate,end_at_1_2_rate,unused_spirit_at_defeat_mean,allow_parry_hit_chance_mean,durch_success_chance_mean,accepted_actor_spirit_mean,accepted_opponent_spirit_mean,declined_actor_spirit_mean,declined_opponent_spirit_mean
10,P1,1,0,8,adaptive_revelation,pre,R0,0,0.39666666666666667,0.033,0.2391304347826087,0.1975103734439834,0.513189448441247,0.2991596638655462,0.7008403361344537,0.5117813383600377,0.4882186616399623,0.3443830570902394,0.5553333333333333,0.362,0.0,0.362,7.819,0.0,0.0,7.813537260006508,0.5,0.41065104166666716,7.933701657458563,7.9097605893186005,7.926640926640927,7.934362934362935
10,P1,1,0,5,adaptive_revelation,pre,R0,0,0.38466666666666666,0.028333333333333332,0.2236842105263158,0.193916988741388,0.5131128848346637,0.24003466204506066,0.7599653379549394,0.4629277566539924,0.5370722433460076,0.3182751540041068,0.49266666666666664,0.32466666666666666,0.0,0.32466666666666666,4.837666666666666,0.0,0.00016666666666666666,4.818447547905164,0.5,0.41377633711507283,4.936344969199179,4.936344969199179,4.931858407079646,4.93716814159292
10,P1,1,0,3,adaptive_revelation,pre,R0,0,0.38766666666666666,0.02666666666666667,0.2127659574468085,0.19438408825004178,0.5091693635382956,0.20292347377472056,0.7970765262252795,0.4464875058934465,0.5535124941065536,0.3199577613516367,0.449,0.31566666666666665,0.0,0.31566666666666665,2.8421666666666665,0.0,0.1515,2.8237597911227152,0.5,0.41611526147278566,2.9598732840549102,2.938753959873284,2.9156729131175467,2.9318568994889267
10,P1,1,0,1,adaptive_revelation,pre,R0,0,0.375,0.007333333333333333,0.18333333333333332,0.1910665760869565,0.5040723981900452,0.017777777777777778,0.9822222222222222,0.16571155682903535,0.8342884431709646,0.31412103746397696,0.152,0.11566666666666667,0.0,0.11566666666666667,0.9421666666666667,0.057833333333333334,0.9421666666666667,0.9337016574585635,0.5,0.4639462809917357,1.0,0.9711815561959655,0.9834001144819691,0.9748139668002289
10,P1,1,1,8,adaptive_revelation,pre,R0,0,0.42533333333333334,0.026333333333333334,0.2036082474226804,0.2108742356635267,0.48287292817679556,0.2907523510971787,0.7092476489028213,0.47760467380720545,0.5223953261927945,0.363914373088685,0.527,0.327,1.0816666666666668,1.4086666666666667,7.2956666666666665,0.0,0.0,7.2592592592592595,0.5,0.42629904559915155,7.716615698267074,7.121304791029561,7.75955265610438,7.591798695246971
10,P1,1,1,5,adaptive_revelation,pre,R0,0,0.43866666666666665,0.030333333333333334,0.23037974683544304,0.21984630805212163,0.494,0.24012158054711247,0.7598784194528876,0.4454209065679926,0.5545790934320074,0.35202492211838005,0.5096666666666667,0.321,1.0356666666666667,1.3566666666666667,4.321666666666666,0.00016666666666666666,0.017333333333333333,4.289371354504213,0.5,0.42363728986245547,4.769470404984424,4.083073727933541,4.754795663052544,4.585487906588824
10,P1,1,1,3,adaptive_revelation,pre,R0,0,0.47533333333333333,0.033,0.3,0.23810318918016363,0.4892519346517627,0.1844319775596073,0.8155680224403927,0.34656702475478746,0.6534329752452125,0.36792452830188677,0.3923333333333333,0.24733333333333332,0.9426666666666667,1.19,2.405,0.005,0.48033333333333333,2.3690861957226184,0.5,0.44349081364829435,2.81266846361186,2.1778975741239894,2.741243745532523,2.5761258041458186
10,P1,1,1,1,adaptive_revelation,pre,R0,0,0.789,0.005666666666666667,0.5151515151515151,0.3750594200602123,0.515450643776824,0.01563160118293198,0.9843683988170681,0.031426269137792104,0.9685737308622079,0.3076923076923077,0.04066666666666666,0.026,0.25266666666666665,0.2786666666666667,0.8606666666666667,0.13933333333333334,0.8606666666666667,0.8540402427339508,0.5,0.4973629568106312,1.0,0.41025641025641024,0.947171381031614,0.9193011647254575
10,P1,2,0,8,adaptive_revelation,pre,R0,0,0.37266666666666665,0.020666666666666667,0.22627737226277372,0.18907491966852696,0.4891640866873065,0.13327370304114491,0.8667262969588551,0.36555023923444974,0.6344497607655503,0.3219895287958115,0.36233333333333334,0.5093333333333333,0.0,0.5093333333333333,7.745333333333333,0.0,0.0,7.704907377315567,0.5,0.42374495095210624,7.9267015706806285,7.884816753926701,7.891402714932127,7.901960784313726
10,P1,2,0,5,adaptive_revelation,pre,R0,0,0.38666666666666666,0.026333333333333334,0.2677966101694915,0.19281914893617022,0.5256653992395437,0.09310344827586207,0.906896551724138,0.333024548402038,0.666975451597962,0.34909596662030595,0.393,0.47933333333333333,0.0,0.47933333333333333,4.7603333333333335,0.0,0.0035,4.726772418258336,0.5,0.42795031055900645,4.941585535465925,4.866481223922114,4.865277777777778,4.905555555555556
